1V,1V_timestamp,1V5,1V5_timestamp,1V8,1V8_timestamp,5V,5V_timestamp,3V3,3V3_timestamp
4174.0,2023-08-17 17:16:40.035088,408.0,2023-08-17 17:16:40.050900,426.0,2023-08-17 17:16:40.066982,176.0,2023-08-17 17:16:40.082953,538.0,2023-08-17 17:16:40.098996
4154.0,2023-08-17 17:16:40.163432,408.0,2023-08-17 17:16:40.195018,430.0,2023-08-17 17:16:40.210902,178.0,2023-08-17 17:16:40.226892,538.0,2023-08-17 17:16:40.242911
4162.0,2023-08-17 17:16:40.307095,408.0,2023-08-17 17:16:40.323130,430.0,2023-08-17 17:16:40.339143,174.0,2023-08-17 17:16:40.355156,538.0,2023-08-17 17:16:40.386861
4156.0,2023-08-17 17:16:40.451214,408.0,2023-08-17 17:16:40.466890,428.0,2023-08-17 17:16:40.482883,174.0,2023-08-17 17:16:40.499220,540.0,2023-08-17 17:16:40.514636
4156.0,2023-08-17 17:16:40.594935,408.0,2023-08-17 17:16:40.610814,428.0,2023-08-17 17:16:40.626604,176.0,2023-08-17 17:16:40.642673,538.0,2023-08-17 17:16:40.658672
4152.0,2023-08-17 17:16:40.722675,408.0,2023-08-17 17:16:40.754808,430.0,2023-08-17 17:16:40.771012,176.0,2023-08-17 17:16:40.786731,540.0,2023-08-17 17:16:40.802989
4158.0,2023-08-17 17:16:40.882644,408.0,2023-08-17 17:16:40.898571,430.0,2023-08-17 17:16:40.914592,176.0,2023-08-17 17:16:40.930612,538.0,2023-08-17 17:16:40.946588
4152.0,2023-08-17 17:16:41.026886,408.0,2023-08-17 17:16:41.042644,428.0,2023-08-17 17:16:41.058758,176.0,2023-08-17 17:16:41.074753,540.0,2023-08-17 17:16:41.090683
4156.0,2023-08-17 17:16:41.154735,406.0,2023-08-17 17:16:41.186648,428.0,2023-08-17 17:16:41.202678,176.0,2023-08-17 17:16:41.218687,540.0,2023-08-17 17:16:41.234673
4174.0,2023-08-17 17:16:41.298704,406.0,2023-08-17 17:16:41.314861,430.0,2023-08-17 17:16:41.330913,176.0,2023-08-17 17:16:41.362488,538.0,2023-08-17 17:16:41.378463
4148.0,2023-08-17 17:16:41.442678,408.0,2023-08-17 17:16:41.458573,430.0,2023-08-17 17:16:41.474670,174.0,2023-08-17 17:16:41.490529,538.0,2023-08-17 17:16:41.506569
4142.0,2023-08-17 17:16:41.586362,408.0,2023-08-17 17:16:41.602551,430.0,2023-08-17 17:16:41.618569,176.0,2023-08-17 17:16:41.634578,538.0,2023-08-17 17:16:41.666695
4160.0,2023-08-17 17:16:41.730329,408.0,2023-08-17 17:16:41.746276,428.0,2023-08-17 17:16:41.762390,174.0,2023-08-17 17:16:41.778461,538.0,2023-08-17 17:16:41.794741
4164.0,2023-08-17 17:16:41.858273,408.0,2023-08-17 17:16:41.874335,428.0,2023-08-17 17:16:41.906293,176.0,2023-08-17 17:16:41.922463,538.0,2023-08-17 17:16:41.938609
4164.0,2023-08-17 17:16:42.002460,408.0,2023-08-17 17:16:42.034390,432.0,2023-08-17 17:16:42.050410,176.0,2023-08-17 17:16:42.066346,540.0,2023-08-17 17:16:42.082290
4164.0,2023-08-17 17:16:42.146857,408.0,2023-08-17 17:16:42.178240,430.0,2023-08-17 17:16:42.194297,174.0,2023-08-17 17:16:42.210312,540.0,2023-08-17 17:16:42.226229
4174.0,2023-08-17 17:16:42.306545,408.0,2023-08-17 17:16:42.322413,430.0,2023-08-17 17:16:42.338228,176.0,2023-08-17 17:16:42.354365,538.0,2023-08-17 17:16:42.370276
4170.0,2023-08-17 17:16:42.434257,408.0,2023-08-17 17:16:42.450273,430.0,2023-08-17 17:16:42.482167,176.0,2023-08-17 17:16:42.498226,540.0,2023-08-17 17:16:42.514085
4154.0,2023-08-17 17:16:42.578371,408.0,2023-08-17 17:16:42.594308,430.0,2023-08-17 17:16:42.610423,176.0,2023-08-17 17:16:42.626567,540.0,2023-08-17 17:16:42.658338
4180.0,2023-08-17 17:16:42.722130,408.0,2023-08-17 17:16:42.738147,428.0,2023-08-17 17:16:42.754291,176.0,2023-08-17 17:16:42.770303,538.0,2023-08-17 17:16:42.786342
4158.0,2023-08-17 17:16:42.850153,406.0,2023-08-17 17:16:42.866246,430.0,2023-08-17 17:16:42.898015,176.0,2023-08-17 17:16:42.914145,540.0,2023-08-17 17:16:42.930080
4168.0,2023-08-17 17:16:42.994020,406.0,2023-08-17 17:16:43.009905,430.0,2023-08-17 17:16:43.026098,174.0,2023-08-17 17:16:43.042044,538.0,2023-08-17 17:16:43.073949
4162.0,2023-08-17 17:16:43.138291,408.0,2023-08-17 17:16:43.153893,428.0,2023-08-17 17:16:43.169919,174.0,2023-08-17 17:16:43.185991,538.0,2023-08-17 17:16:43.201859
4170.0,2023-08-17 17:16:43.282286,408.0,2023-08-17 17:16:43.298208,430.0,2023-08-17 17:16:43.314077,178.0,2023-08-17 17:16:43.329964,540.0,2023-08-17 17:16:43.345990
4170.0,2023-08-17 17:16:43.410210,408.0,2023-08-17 17:16:43.441901,430.0,2023-08-17 17:16:43.458192,178.0,2023-08-17 17:16:43.473984,538.0,2023-08-17 17:16:43.489818
4168.0,2023-08-17 17:16:43.553851,406.0,2023-08-17 17:16:43.569833,430.0,2023-08-17 17:16:43.585872,176.0,2023-08-17 17:16:43.617895,540.0,2023-08-17 17:16:43.633952
4158.0,2023-08-17 17:16:43.697765,408.0,2023-08-17 17:16:43.713752,430.0,2023-08-17 17:16:43.729748,176.0,2023-08-17 17:16:43.745800,538.0,2023-08-17 17:16:43.762142
4174.0,2023-08-17 17:16:43.825815,406.0,2023-08-17 17:16:43.857710,430.0,2023-08-17 17:16:43.873593,176.0,2023-08-17 17:16:43.889809,538.0,2023-08-17 17:16:43.905687
4152.0,2023-08-17 17:16:43.985680,406.0,2023-08-17 17:16:44.001664,430.0,2023-08-17 17:16:44.017691,176.0,2023-08-17 17:16:44.033628,538.0,2023-08-17 17:16:44.049628
4164.0,2023-08-17 17:16:44.129871,408.0,2023-08-17 17:16:44.145546,430.0,2023-08-17 17:16:44.161498,174.0,2023-08-17 17:16:44.177482,540.0,2023-08-17 17:16:44.193535
4172.0,2023-08-17 17:16:44.257974,408.0,2023-08-17 17:16:44.289796,432.0,2023-08-17 17:16:44.305454,176.0,2023-08-17 17:16:44.321508,538.0,2023-08-17 17:16:44.337499
4176.0,2023-08-17 17:16:44.401650,406.0,2023-08-17 17:16:44.433642,428.0,2023-08-17 17:16:44.449848,174.0,2023-08-17 17:16:44.465513,538.0,2023-08-17 17:16:44.481558
4162.0,2023-08-17 17:16:44.545618,408.0,2023-08-17 17:16:44.561618,428.0,2023-08-17 17:16:44.577670,176.0,2023-08-17 17:16:44.609573,540.0,2023-08-17 17:16:44.625775
4164.0,2023-08-17 17:16:44.689466,406.0,2023-08-17 17:16:44.705530,428.0,2023-08-17 17:16:44.721602,174.0,2023-08-17 17:16:44.737537,540.0,2023-08-17 17:16:44.753713
4152.0,2023-08-17 17:16:44.817484,408.0,2023-08-17 17:16:44.849439,430.0,2023-08-17 17:16:44.865465,176.0,2023-08-17 17:16:44.881690,540.0,2023-08-17 17:16:44.897656
4166.0,2023-08-17 17:16:44.961460,408.0,2023-08-17 17:16:44.977396,428.0,2023-08-17 17:16:44.993442,176.0,2023-08-17 17:16:45.025150,540.0,2023-08-17 17:16:45.041586
4170.0,2023-08-17 17:16:45.105803,406.0,2023-08-17 17:16:45.121507,428.0,2023-08-17 17:16:45.153221,180.0,2023-08-17 17:16:45.169375,538.0,2023-08-17 17:16:45.185209
4154.0,2023-08-17 17:16:45.249542,408.0,2023-08-17 17:16:45.265313,430.0,2023-08-17 17:16:45.281374,176.0,2023-08-17 17:16:45.297217,538.0,2023-08-17 17:16:45.329160
4156.0,2023-08-17 17:16:45.393271,406.0,2023-08-17 17:16:45.409293,430.0,2023-08-17 17:16:45.425232,174.0,2023-08-17 17:16:45.441253,538.0,2023-08-17 17:16:45.457258
4178.0,2023-08-17 17:16:45.521338,408.0,2023-08-17 17:16:45.537467,428.0,2023-08-17 17:16:45.569279,174.0,2023-08-17 17:16:45.585120,540.0,2023-08-17 17:16:45.601269
4156.0,2023-08-17 17:16:45.665049,406.0,2023-08-17 17:16:45.697184,430.0,2023-08-17 17:16:45.713251,176.0,2023-08-17 17:16:45.729335,540.0,2023-08-17 17:16:45.745576
4156.0,2023-08-17 17:16:45.824936,406.0,2023-08-17 17:16:45.840975,428.0,2023-08-17 17:16:45.857312,174.0,2023-08-17 17:16:45.873333,540.0,2023-08-17 17:16:45.889623
4158.0,2023-08-17 17:16:45.953005,406.0,2023-08-17 17:16:45.969020,428.0,2023-08-17 17:16:46.000935,174.0,2023-08-17 17:16:46.016904,538.0,2023-08-17 17:16:46.033082
4156.0,2023-08-17 17:16:46.097258,406.0,2023-08-17 17:16:46.112955,428.0,2023-08-17 17:16:46.128828,176.0,2023-08-17 17:16:46.144905,538.0,2023-08-17 17:16:46.160900
4170.0,2023-08-17 17:16:46.241235,408.0,2023-08-17 17:16:46.257136,428.0,2023-08-17 17:16:46.272878,174.0,2023-08-17 17:16:46.288835,540.0,2023-08-17 17:16:46.304828
4148.0,2023-08-17 17:16:46.368960,408.0,2023-08-17 17:16:46.384957,430.0,2023-08-17 17:16:46.417142,176.0,2023-08-17 17:16:46.433017,538.0,2023-08-17 17:16:46.448894
4168.0,2023-08-17 17:16:46.512828,406.0,2023-08-17 17:16:46.528753,428.0,2023-08-17 17:16:46.544858,176.0,2023-08-17 17:16:46.561219,538.0,2023-08-17 17:16:46.577174
4176.0,2023-08-17 17:16:46.656702,406.0,2023-08-17 17:16:46.672801,428.0,2023-08-17 17:16:46.688934,178.0,2023-08-17 17:16:46.704995,538.0,2023-08-17 17:16:46.721031
4176.0,2023-08-17 17:16:46.784830,408.0,2023-08-17 17:16:46.800811,430.0,2023-08-17 17:16:46.832766,176.0,2023-08-17 17:16:46.848985,540.0,2023-08-17 17:16:46.864948
4168.0,2023-08-17 17:16:46.928754,406.0,2023-08-17 17:16:46.944582,430.0,2023-08-17 17:16:46.960805,176.0,2023-08-17 17:16:46.976815,540.0,2023-08-17 17:16:47.008756
4174.0,2023-08-17 17:16:47.072976,406.0,2023-08-17 17:16:47.088753,428.0,2023-08-17 17:16:47.104596,176.0,2023-08-17 17:16:47.120778,538.0,2023-08-17 17:16:47.136753
4148.0,2023-08-17 17:16:47.216868,408.0,2023-08-17 17:16:47.232766,428.0,2023-08-17 17:16:47.248600,176.0,2023-08-17 17:16:47.264464,538.0,2023-08-17 17:16:47.280441
4164.0,2023-08-17 17:16:47.345004,406.0,2023-08-17 17:16:47.376829,430.0,2023-08-17 17:16:47.392653,176.0,2023-08-17 17:16:47.408946,538.0,2023-08-17 17:16:47.424482
4160.0,2023-08-17 17:16:47.488933,408.0,2023-08-17 17:16:47.520609,428.0,2023-08-17 17:16:47.536699,176.0,2023-08-17 17:16:47.552671,540.0,2023-08-17 17:16:47.568779
4168.0,2023-08-17 17:16:47.632598,408.0,2023-08-17 17:16:47.648855,428.0,2023-08-17 17:16:47.664507,178.0,2023-08-17 17:16:47.696708,540.0,2023-08-17 17:16:47.712819
4150.0,2023-08-17 17:16:47.776489,406.0,2023-08-17 17:16:47.792557,428.0,2023-08-17 17:16:47.808866,176.0,2023-08-17 17:16:47.824325,540.0,2023-08-17 17:16:47.840724
4172.0,2023-08-17 17:16:47.904369,406.0,2023-08-17 17:16:47.936372,430.0,2023-08-17 17:16:47.952400,174.0,2023-08-17 17:16:47.968351,540.0,2023-08-17 17:16:47.984654
4148.0,2023-08-17 17:16:48.048687,408.0,2023-08-17 17:16:48.064443,430.0,2023-08-17 17:16:48.080371,176.0,2023-08-17 17:16:48.112234,540.0,2023-08-17 17:16:48.128219
4170.0,2023-08-17 17:16:48.192645,408.0,2023-08-17 17:16:48.208616,428.0,2023-08-17 17:16:48.224483,178.0,2023-08-17 17:16:48.240261,538.0,2023-08-17 17:16:48.256274
4170.0,2023-08-17 17:16:48.320712,406.0,2023-08-17 17:16:48.352387,430.0,2023-08-17 17:16:48.368488,178.0,2023-08-17 17:16:48.384550,540.0,2023-08-17 17:16:48.400134
4170.0,2023-08-17 17:16:48.464268,408.0,2023-08-17 17:16:48.480245,428.0,2023-08-17 17:16:48.496327,178.0,2023-08-17 17:16:48.528223,540.0,2023-08-17 17:16:48.544507
4158.0,2023-08-17 17:16:48.608118,406.0,2023-08-17 17:16:48.624154,428.0,2023-08-17 17:16:48.640442,176.0,2023-08-17 17:16:48.656377,538.0,2023-08-17 17:16:48.672646
4170.0,2023-08-17 17:16:48.752039,406.0,2023-08-17 17:16:48.768025,430.0,2023-08-17 17:16:48.784051,176.0,2023-08-17 17:16:48.800479,540.0,2023-08-17 17:16:48.832247
4164.0,2023-08-17 17:16:48.896054,408.0,2023-08-17 17:16:48.911995,428.0,2023-08-17 17:16:48.928048,174.0,2023-08-17 17:16:48.944062,538.0,2023-08-17 17:16:48.960422
4168.0,2023-08-17 17:16:49.024572,406.0,2023-08-17 17:16:49.040186,430.0,2023-08-17 17:16:49.071870,176.0,2023-08-17 17:16:49.088009,540.0,2023-08-17 17:16:49.104004
4152.0,2023-08-17 17:16:49.168143,408.0,2023-08-17 17:16:49.200048,432.0,2023-08-17 17:16:49.215917,178.0,2023-08-17 17:16:49.231951,538.0,2023-08-17 17:16:49.247877
4160.0,2023-08-17 17:16:49.328185,408.0,2023-08-17 17:16:49.344011,430.0,2023-08-17 17:16:49.360204,176.0,2023-08-17 17:16:49.376352,538.0,2023-08-17 17:16:49.392090
4168.0,2023-08-17 17:16:49.455792,408.0,2023-08-17 17:16:49.472177,430.0,2023-08-17 17:16:49.504158,176.0,2023-08-17 17:16:49.520069,540.0,2023-08-17 17:16:49.536143
4172.0,2023-08-17 17:16:49.599798,408.0,2023-08-17 17:16:49.615830,430.0,2023-08-17 17:16:49.631937,176.0,2023-08-17 17:16:49.648127,540.0,2023-08-17 17:16:49.680071
4164.0,2023-08-17 17:16:49.743672,406.0,2023-08-17 17:16:49.759785,428.0,2023-08-17 17:16:49.775691,178.0,2023-08-17 17:16:49.791898,538.0,2023-08-17 17:16:49.823901
4162.0,2023-08-17 17:16:49.887721,406.0,2023-08-17 17:16:49.903663,430.0,2023-08-17 17:16:49.919654,176.0,2023-08-17 17:16:49.935644,540.0,2023-08-17 17:16:49.951550
4172.0,2023-08-17 17:16:50.016179,408.0,2023-08-17 17:16:50.047565,428.0,2023-08-17 17:16:50.063617,174.0,2023-08-17 17:16:50.079537,540.0,2023-08-17 17:16:50.095529
4174.0,2023-08-17 17:16:50.159939,408.0,2023-08-17 17:16:50.175883,428.0,2023-08-17 17:16:50.191824,176.0,2023-08-17 17:16:50.207526,540.0,2023-08-17 17:16:50.239536
4164.0,2023-08-17 17:16:50.303905,408.0,2023-08-17 17:16:50.319760,430.0,2023-08-17 17:16:50.335810,174.0,2023-08-17 17:16:50.351749,540.0,2023-08-17 17:16:50.367581
4172.0,2023-08-17 17:16:50.447582,408.0,2023-08-17 17:16:50.463737,428.0,2023-08-17 17:16:50.479739,176.0,2023-08-17 17:16:50.496002,540.0,2023-08-17 17:16:50.513525
4164.0,2023-08-17 17:16:50.591874,408.0,2023-08-17 17:16:50.607528,430.0,2023-08-17 17:16:50.623560,176.0,2023-08-17 17:16:50.639989,540.0,2023-08-17 17:16:50.671658
4168.0,2023-08-17 17:16:50.735432,406.0,2023-08-17 17:16:50.751842,428.0,2023-08-17 17:16:50.767768,176.0,2023-08-17 17:16:50.783604,540.0,2023-08-17 17:16:50.799733
4176.0,2023-08-17 17:16:50.863310,406.0,2023-08-17 17:16:50.879401,428.0,2023-08-17 17:16:50.911740,176.0,2023-08-17 17:16:50.927443,540.0,2023-08-17 17:16:50.943545
4164.0,2023-08-17 17:16:51.007227,408.0,2023-08-17 17:16:51.023246,428.0,2023-08-17 17:16:51.039221,176.0,2023-08-17 17:16:51.055360,538.0,2023-08-17 17:16:51.087130
4164.0,2023-08-17 17:16:51.151376,408.0,2023-08-17 17:16:51.167125,428.0,2023-08-17 17:16:51.183249,176.0,2023-08-17 17:16:51.199149,538.0,2023-08-17 17:16:51.215188
4172.0,2023-08-17 17:16:51.279776,408.0,2023-08-17 17:16:51.295594,428.0,2023-08-17 17:16:51.327309,172.0,2023-08-17 17:16:51.343133,538.0,2023-08-17 17:16:51.359143
4160.0,2023-08-17 17:16:51.423374,408.0,2023-08-17 17:16:51.439565,430.0,2023-08-17 17:16:51.455148,176.0,2023-08-17 17:16:51.471714,540.0,2023-08-17 17:16:51.503025
4160.0,2023-08-17 17:16:51.567399,406.0,2023-08-17 17:16:51.583469,430.0,2023-08-17 17:16:51.599280,178.0,2023-08-17 17:16:51.615568,540.0,2023-08-17 17:16:51.631485
4158.0,2023-08-17 17:16:51.694956,406.0,2023-08-17 17:16:51.711098,430.0,2023-08-17 17:16:51.743347,176.0,2023-08-17 17:16:51.759141,538.0,2023-08-17 17:16:51.775443
4166.0,2023-08-17 17:16:51.838921,406.0,2023-08-17 17:16:51.854922,430.0,2023-08-17 17:16:51.870993,174.0,2023-08-17 17:16:51.887092,540.0,2023-08-17 17:16:51.919025
4172.0,2023-08-17 17:16:51.982944,406.0,2023-08-17 17:16:51.998921,428.0,2023-08-17 17:16:52.014968,178.0,2023-08-17 17:16:52.030871,540.0,2023-08-17 17:16:52.046894
4162.0,2023-08-17 17:16:52.111461,408.0,2023-08-17 17:16:52.127225,428.0,2023-08-17 17:16:52.158901,176.0,2023-08-17 17:16:52.174923,540.0,2023-08-17 17:16:52.190961
4164.0,2023-08-17 17:16:52.255217,408.0,2023-08-17 17:16:52.271190,430.0,2023-08-17 17:16:52.287261,176.0,2023-08-17 17:16:52.303339,540.0,2023-08-17 17:16:52.334771
4180.0,2023-08-17 17:16:52.398858,408.0,2023-08-17 17:16:52.414930,428.0,2023-08-17 17:16:52.430872,176.0,2023-08-17 17:16:52.446944,538.0,2023-08-17 17:16:52.462720
